ID,PASSPORT
570,11
571,28
572,49
573,84
574,64
575,14
576,65
577,93
578,71
579,1
580,37
581,73
582,50
583,77
584,40
585,66
586,25
587,88
588,98
589,51
590,55
591,19
592,57
593,34
594,7
595,98
596,63
597,69
598,18
599,26
600,71
601,63
602,20
603,85
604,31
605,61
606,54
607,80
608,10
609,96
610,26
611,72
612,83
613,98
614,55
615,26
616,40
617,9
618,71
619,31
620,47
621,84
622,85
623,51
624,98
625,61
626,98
627,32
628,40
629,55
630,6
631,82
632,81
633,24
634,11
635,16
636,9
637,12
638,96
639,69
640,23
641,92
642,12
643,54
644,91
645,59
646,77
647,70
648,72
649,21
650,97
651,76
652,70
653,78
654,16
655,48
656,38
657,10
658,33
659,31
660,48
661,23
662,95
663,56
664,75
665,35
666,50
667,50
668,15
669,49
670,90
671,91
672,17
673,62
674,12
675,95
676,45
677,6
678,21
679,3
680,96
681,56
682,91
683,93
684,45
685,9
686,24
687,98
688,69
689,4
690,25
691,53
692,96
693,63
694,52
695,89
696,16
697,67
698,9
699,41
700,31
701,14
702,84
703,96
704,31
705,42
706,36
707,66
708,48
709,27
710,40
711,32
712,75
713,69
714,17
715,14
716,55
717,27
718,79
719,7
720,14
721,44
722,52
723,19
724,78
725,1
726,56
727,68
728,56
729,34
730,97
731,29
732,15
733,44
734,74
735,33
736,61
737,33
738,86
739,6
740,52
741,9
742,53
743,54
744,75
745,36
746,84
747,16
748,11
749,62
750,31
751,21
752,31
753,47
754,71
755,81
756,61
757,77
758,25
759,84
760,9
761,4
762,36
763,72
764,61
765,75
766,85
767,48
768,70
769,70
770,82
771,76
772,87
773,98
774,94
775,90
776,44
777,95
778,47
779,74
780,25
781,15
782,63
783,20
784,9
785,46
786,41
787,2
788,35
789,77
790,40
791,69
792,37
793,22
794,57
795,88
796,50
797,97
798,97
799,58
800,19
801,51
802,64
803,82
804,95
805,67
806,42
807,75
808,1
809,81
810,36
811,20
812,17
813,63
814,57
815,24
816,27
817,51
818,22
819,29
820,36
821,99
822,10
823,10
824,8
825,2
826,73
827,69
828,15
829,72
830,83
831,5
832,35
833,19
834,49
835,26
836,88
837,77
838,18
839,67
840,92
841,86
842,13
843,14
844,62
845,26
846,39
847,84
848,93
849,35
850,6
851,35
852,29
853,35
854,2
855,44
856,69
857,20
858,80
859,18
860,13
861,88
862,24
863,33
864,61
865,27
866,77
867,84
868,31
869,68
870,21
871,23
872,96
873,60
874,67
875,54
876,66
877,12
878,45
879,83
880,49
881,58
882,57
883,49
884,67
885,57
886,15
887,79
888,80
889,51
890,28
891,78
892,22
893,28
894,65
895,22
896,54
897,47
898,83
899,48
900,14
901,48
902,36
903,92
904,89
905,46
906,15
907,94
908,18
909,74
910,38
911,37
912,9
913,47
914,12
915,51
916,99
917,24
918,73
919,14
920,80
921,31
922,25
923,32
924,4
925,87
926,87
927,81
928,35
929,5
930,63
931,31
932,78
933,30
934,92
935,81
936,52
937,83
938,6
939,3
940,30
941,86
942,7
943,12
944,34
945,95
946,33
947,82
948,71
949,16
950,83
951,42
952,94
953,13
954,26
955,54
956,98
957,41
958,88
959,66
960,25
961,99
962,86
963,5
964,14
965,39
966,17
967,99
968,49
969,81
970,32
971,21
972,29
973,40
974,8
975,69
976,26
977,81
978,64
979,24
980,12
981,27
982,97
983,63
984,83
985,5
986,10
987,20
988,18
989,64
990,80
991,13
992,64
993,44
994,19
995,46
996,77
997,8
998,50
999,13
1000,61
1001,50
1002,24
1003,56
1004,2
1005,86
1006,23
1007,48
1008,70
1009,31
1010,39
1011,34
1012,82
1013,86
1014,67
1015,24
1016,34
1017,77
1018,28
1019,1
1020,76
1021,24
1022,60
1023,47
1024,36
1025,90
1026,6
1027,11
1028,62
1029,11
1030,33
1031,33
1032,92
1033,21
1034,96
1035,75
1036,6
1037,55
1038,0
1039,84
1040,53
1041,57
1042,8
1043,43
1044,74
1045,65
1046,47
1047,36
1048,78
1049,57
1050,97
1051,79
1052,73
1053,83
1054,6
1055,16
1056,82
1057,67
1058,10
1059,16
1060,2
1061,0
1062,38
1063,60
1064,29
1065,77
1066,21
1067,83
1068,51
1069,89
1070,9
1071,15
1072,16
1073,48
1074,19
1075,41
1076,5
1077,46
1078,0
1079,87
1080,12
1081,13
1082,19
1083,47
1084,43
1085,60
1086,46
1087,6
1088,92
1089,84
1090,78
1091,51
1092,53
1093,62
1094,71
1095,58
1096,50
1097,65
1098,57
1099,75
1100,16
1101,16
1102,7
1103,62
1104,15
1105,8
1106,94
1107,32
1108,21
1109,1
1110,73
1111,82
1112,51
1113,67
1114,46
1115,37
1116,31
1117,76
1118,80
1119,1
1120,2
1121,60
1122,3
1123,26
1124,23
1125,23
1126,84
1127,74
1128,65
1129,83
1130,45
1131,34
1132,83
1133,43
1134,13
1135,57
1136,76
1137,52
1138,4
1139,28
1140,73
1141,34
1142,19
1143,9
1144,73
1145,69
1146,33
1147,4
1148,83
1149,80
1150,6
1151,14
1152,47
1153,64
1154,85
1155,23
1156,46
1157,61
1158,19
1159,94
1160,98
1161,27
1162,13
1163,23
1164,81
1165,58
1166,31
1167,36
1168,92
1169,36
1170,86
1171,92
1172,62
1173,4
1174,0
1175,33
1176,90
1177,32
1178,50
1179,62
1180,48
1181,15
1182,65
1183,94
1184,32
1185,11
1186,53
1187,8
1188,99
1189,6
1190,66
1191,64
1192,40
1193,75
1194,8
1195,3
1196,67
1197,62
1198,44
1199,93
1200,16
1201,97
1202,45
1203,64
1204,7
1205,28
1206,10
1207,36
1208,78
1209,23
1210,72
1211,96
1212,13
1213,84
1214,13
1215,4
1216,31
1217,78
1218,94
1219,91
1220,68
1221,94
1222,56
1223,14
1224,84
1225,31
1226,40
1227,11
1228,8
1229,83
1230,90
1231,32
1232,41
1233,91
1234,51
1235,74
1236,86
1237,84
1238,74
1239,5
1240,91
1241,86
1242,40
1243,6
1244,48
1245,58
1246,66
1247,46
1248,74
1249,67
1250,21
1251,87
1252,55
1253,90
1254,45
1255,17
1256,80
1257,70
1258,47
1259,90
1260,1
1261,42
1262,18
1263,7
1264,18
1265,80
1266,47
1267,36
1268,59
1269,41
1270,11
1271,54
1272,28
1273,21
1274,37
1275,44
1276,76
1277,87
1278,69
1279,52
1280,2
1281,72
1282,21
1283,90
1284,64
1285,64
1286,14
1287,5
1288,96
1289,11
1290,69
1291,50
1292,82
1293,83
1294,88
1295,82
1296,31
1297,59
1298,15
1299,93
1300,74
1301,11
1302,94
1303,42
1304,77
1305,46
1306,50
1307,13
1308,30
1309,64
1310,47
1311,22
1312,67
1313,13
1314,67
1315,11
1316,58
1317,55
1318,35
1319,1
1320,18
1321,77
1322,35
1323,38
1324,35
1325,83
1326,52
1327,38
1328,41
1329,73
1330,23
1331,71
1332,8
1333,76
1334,26
1335,85
1336,39
1337,68
1338,43
1339,79
1340,27
1341,74
1342,86
1343,46
1344,52
1345,41
1346,75
1347,39
1348,32
1349,84
1350,86
1351,75
1352,51
1353,19
1354,17
1355,17
1356,23
1357,45
1358,96
1359,37
1360,87
1361,84
1362,29
1363,70
1364,59
1365,19
1366,82
1367,12
1368,99
1369,62
1370,73
1371,5
1372,58
1373,12
1374,39
1375,6
1376,92
1377,4
1378,1
1379,91
1380,60
1381,79
1382,14
1383,72
1384,91
1385,60
1386,54
1387,32
1388,23
1389,75
1390,30
1391,80
1392,59
1393,32
1394,37
1395,7
1396,26
1397,76
1398,7
1399,43
1400,77
1401,25
1402,0
1403,28
1404,48
1405,28
1406,95
1407,19
1408,59
1409,95
1410,53
1411,11
1412,85
1413,90
1414,32
1415,0
1416,96
1417,11
1418,40
1419,49
1420,98
1421,48
1422,89
1423,72
1424,63
1425,32
1426,50
1427,4
1428,28
1429,16
1430,98
1431,13
1432,59
1433,91
1434,70
1435,39
1436,35
1437,31
1438,23
1439,72
1440,72
1441,67
1442,13
1443,79
1444,60
1445,22
1446,93
1447,21
1448,61
1449,55
1450,9
1451,19
1452,15
1453,20
1454,59
1455,40
1456,45
1457,27
1458,1
1459,55
1460,47
1461,18
1462,80
1463,36
1464,22
1465,67
1466,10
1467,91
1468,46
1469,2
1470,48
1471,74
1472,23
1473,11
1474,61
1475,21
1476,77
1477,32
1478,91
1479,48
1480,28
1481,83
1482,31
1483,37
1484,86
1485,97
1486,68
1487,30
1488,53
1489,29
1490,62
1491,59
1492,87
1493,44
1494,22
1495,63
1496,50
1497,24
1498,38
1499,52
1500,28
1501,45
1502,63
1503,60
1504,28
1505,47
1506,17
1507,24
1508,42
1509,24
1510,45
1511,2
1512,10
1513,33
1514,33
1515,12
1516,7
1517,98
1518,46
1519,88
1520,20
1521,6
1522,20
1523,43
1524,49
1525,69
1526,5
1527,57
1528,97
1529,74
1530,60
1531,37
1532,24
1533,73
1534,66
1535,51
1536,65
1537,82
1538,73
1539,88
1540,37
1541,6
1542,0
1543,8
1544,61
1545,2
1546,53
1547,66
1548,76
1549,27
1550,67
1551,89
1552,7
1553,98
1554,68
1555,7
1556,69
1557,50
1558,20
1559,47
1560,27
1561,15
1562,57
1563,92
1564,45
1565,65
1566,47
1567,62
1568,19
1569,92
1570,29
1571,47
1572,64
1573,49
1574,17
1575,41
1576,61
1577,83
1578,70
1579,6
1580,42
1581,91
1582,64
1583,80
1584,24
1585,69
1586,15
1587,69
1588,96
1589,70
1590,16
1591,76
1592,24
1593,24
1594,77
1595,92
1596,75
1597,35
1598,80
1599,94
1600,45
1601,59
1602,87
1603,62
1604,7
1605,41
1606,30
1607,5
1608,55
1609,5
1610,48
1611,85
1612,56
1613,16
1614,0
1615,19
1616,31
1617,28
1618,2
1619,80
1620,59
1621,55
1622,86
1623,61
1624,56
1625,80
1626,10
1627,27
1628,29
1629,30
1630,78
1631,41
1632,28
1633,29
1634,40
1635,43
1636,31
1637,50
1638,85
1639,29
1640,54
1641,11
1642,96
1643,35
1644,46
1645,77
1646,73
1647,4
1648,81
1649,69
1650,37
1651,92
1652,12
1653,49
1654,10
1655,86
1656,7
1657,89
1658,33
1659,35
1660,80
1661,17
1662,48
1663,12
1664,76
1665,0
1666,1
1667,29
1668,20
1669,97
1670,42
1671,47
1672,41
1673,46
1674,22
1675,83
1676,95
1677,56
1678,77
1679,3
1680,48
1681,1
1682,70
1683,55
1684,37
1685,43
1686,40
1687,50
1688,67
1689,32
1690,21
1691,37
1692,80
1693,91
1694,76
1695,35
1696,1
1697,46
1698,78
1699,10
1700,54
1701,22
1702,42
1703,25
1704,26
1705,30
1706,78
1707,81
1708,39
1709,71
1710,72
1711,59
1712,92
1713,60
1714,25
1715,71
1716,30
1717,35
1718,75
1719,7
1720,99
1721,27
1722,17
1723,51
1724,80
1725,46
1726,81
1727,48
1728,71
1729,76
1730,23
1731,98
1732,5
1733,14
1734,10
1735,96
1736,89
1737,9
1738,80
1739,17
1740,92
1741,13
1742,67
1743,20
1744,74
1745,14
1746,44
1747,90
1748,54
1749,55
1750,52
1751,1
1752,90
1753,93
1754,50
1755,35
1756,74
1757,77
1758,52
1759,96
1760,28
1761,34
1762,64
1763,40
1764,4
1765,68
1766,69
1767,50
1768,58
1769,67
1770,10
1771,22
1772,11
1773,48
1774,6
1775,57
1776,85
1777,0
1778,0
1779,90
1780,43
1781,8
1782,32
1783,88
1784,83
1785,91
1786,89
1787,51
1788,52
1789,24
1790,96
1791,13
1792,84
1793,31
1794,32
1795,3
1796,73
1797,11
1798,66
1799,38
1800,67
1801,62
1802,44
1803,46
1804,61
1805,47
1806,90
1807,34
1808,15
1809,70
1810,86
1811,97
1812,90
1813,94
1814,77
1815,3
1816,19
1817,70
1818,6
1819,50
1820,73
1821,4
1822,40
1823,0
1824,72
1825,93
1826,96
1827,6
1828,31
1829,26
1830,13
1831,88
1832,73
1833,8
1834,21
1835,97
1836,62
1837,2
1838,25
1839,69
1840,16
1841,83
1842,70
1843,65
1844,92
1845,31
1846,17
1847,53
1848,20
1849,59
1850,3
1851,74
1852,62
1853,94
1854,18
1855,0
1856,38
1857,35
1858,17
1859,5
1860,20
1861,87
1862,92
1863,0
1864,81
1865,68
1866,94
1867,97
1868,76
1869,94
1870,81
1871,44
1872,41
1873,25
1874,50
1875,97
1876,53
1877,86
1878,12
1879,50
1880,1
1881,70
1882,65
1883,37
1884,48
1885,98
1886,17
1887,30
1888,10
1889,3
1890,72
1891,44
1892,29
1893,76
1894,48
1895,90
1896,78
1897,22
1898,11
1899,73
1900,75
1901,56
1902,24
1903,84
1904,10
1905,38
1906,43
1907,85
1908,69
1909,69
1910,39
1911,21
1912,86
1913,77
1914,40
1915,67
1916,43
1917,63
1918,93
1919,10
1920,23
1921,33
1922,16
1923,1
1924,88
1925,59
1926,90
1927,42
1928,6
1929,22
1930,39
1931,97
1932,84
1933,78
1934,8
1935,35
1936,2
1937,76
1938,17
1939,39
1940,93
1941,68
1942,50
1943,61
1944,28
1945,5
1946,94
1947,29
1948,98
1949,33
1950,24
1951,97
1952,46
1953,71
1954,78
1955,77
1956,2
1957,74
1958,38
1959,72
1960,28
1961,88
1962,68
1963,34
1964,37
1965,56
1966,92
1967,51
1968,95
1969,28
1970,60
1971,67
1972,38
1973,58
1974,52
1975,14
1976,39
1977,17
1978,91
1979,76
1980,42
1981,86
1982,88
1983,36
1984,98
1985,61
1986,65
1987,86
1988,55
1989,67
1990,71
1991,41
1992,14
1993,84
1994,72
1995,99
1996,60
1997,72
1998,14
1999,58
2000,23
2001,80
2002,28
2003,45
2004,58
2005,78
2006,57
2007,66
2008,20
2009,1
2010,68
2011,74
2012,46
2013,54
2014,0
2015,6
2016,52
2017,95
2018,39
2019,10
2020,65
2021,58
2022,51
2023,20
2024,79
2025,87
2026,6
2027,86
2028,84
2029,46
2030,74
2031,94
2032,12
2033,24
2034,86
2035,34
2036,48
2037,12
2038,38
2039,91
2040,71
2041,20
2042,6
2043,85
2044,62
2045,99
2046,54
2047,51
2048,39
2049,8
2050,44
2051,51
2052,5
2053,65
2054,16
2055,34
2056,28
2057,12
2058,27
2059,66
2060,57
2061,1
2062,25
2063,99
2064,69
2065,13
2066,75
2067,16
2068,89
2069,0
2070,87
2071,98
2072,62
2073,23
2074,38
2075,14
2076,55
2077,24
2078,45
2079,93
2080,54
2081,33
2082,98
2083,70
2084,34
2085,32
2086,45
2087,72
2088,7
2089,20
2090,91
2091,4
2092,91
2093,73
2094,74
2095,9
2096,31
2097,94
2098,93
2099,14
2100,20
2101,77
2102,25
2103,76
2104,49
2105,19
2106,75
2107,91
2108,98
2109,15
2110,24
2111,78
2112,98
2113,75
2114,93
2115,20
2116,83
2117,63
2118,62
2119,69
2120,1
2121,83
2122,57
2123,45
2124,55
2125,73
2126,75
2127,90
2128,11
2129,67
2130,86
2131,87
2132,82
2133,18
2134,28
2135,54
2136,14
2137,48
2138,65
2139,27
2140,96
2141,8
2142,20
2143,74
2144,92
2145,46
2146,26
2147,52
2148,75
2149,87
2150,71
2151,81
2152,20
2153,50
2154,50
2155,44
2156,33
2157,15
2158,78
2159,84
2160,62
2161,38
2162,83
2163,67
2164,28
2165,21
2166,73
2167,53
2168,89
2169,55
2170,90
2171,26
2172,52
2173,72
2174,21
2175,53
2176,78
2177,85
2178,45
2179,60
2180,63
2181,42
2182,38
2183,14
2184,91
2185,16
2186,35
2187,53
2188,16
2189,33
2190,13
2191,52
2192,97
2193,19
2194,71
2195,65
2196,30
2197,0
2198,48
2199,25
2200,9
2201,92
2202,42
2203,74
2204,10
2205,80
2206,0
2207,50
2208,42
2209,25
2210,33
2211,38
2212,57
2213,28
2214,60
2215,7
2216,80
2217,49
2218,51
2219,47
2220,7
2221,43
2222,49
2223,49
2224,19
2225,79
2226,10
2227,24
2228,79
2229,8
2230,84
2231,10
2232,19
2233,85
2234,44
2235,43
2236,13
2237,26
2238,33
2239,34
2240,99
2241,15
2242,56
2243,77
2244,29
2245,8
2246,99
2247,68
2248,64
2249,83
2250,88
2251,86
2252,27
2253,43
2254,98
2255,0
2256,65
2257,33
2258,76
2259,60
2260,67
2261,24
2262,88
2263,2
2264,44
2265,87
2266,2
2267,41
2268,54
2269,20
2270,59
2271,72
2272,21
2273,42
2274,27
2275,38
2276,87
2277,60
2278,36
2279,33
2280,98
2281,56
2282,59
2283,65
2284,97
2285,95
2286,94
2287,44
2288,22
2289,19
2290,71
2291,91
2292,60
2293,52
2294,96
2295,35
2296,92
2297,47
2298,13
2299,33
2300,90
2301,40
2302,92
2303,49
2304,61
2305,93
2306,4
2307,28
2308,78
2309,88
2310,13
2311,71
2312,14
2313,67
2314,74
2315,78
2316,57
2317,77
2318,55
2319,87
2320,82
2321,6
2322,39
2323,15
2324,29
2325,65
2326,30
2327,67
2328,46
2329,93
2330,97
2331,61
2332,8
2333,70
2334,62
2335,27
2336,93
2337,74
2338,15
2339,61
2340,14
2341,50
2342,15
2343,59
2344,57
2345,5
2346,90
2347,18
2348,17
2349,27
2350,21
2351,41
2352,9
2353,72
2354,77
2355,77
2356,90
2357,11
2358,51
2359,70
2360,48
2361,34
2362,16
2363,45
2364,32
2365,31
2366,80
2367,14
2368,55
2369,78
2370,31
2371,10
2372,71
2373,60
2374,47
2375,29
2376,68
2377,60
2378,91
2379,1
2380,63
2381,31
2382,46
2383,68
2384,86
2385,40
2386,31
2387,7
2388,2
2389,12
2390,97
2391,51
2392,57
2393,14
2394,23
2395,61
2396,83
2397,67
2398,43
2399,45
2400,71
2401,19
2402,27
2403,53
2404,54
2405,47
2406,29
2407,70
2408,95
2409,48
2410,45
2411,37
2412,93
2413,94
2414,95
2415,45
2416,43
2417,52
2418,6
2419,68
2420,68
2421,44
2422,96
2423,10
2424,82
2425,39
2426,51
2427,42
2428,87
2429,19
2430,85
2431,47
2432,80
2433,25
2434,6
2435,74
2436,73
2437,64
2438,68
2439,23
2440,98
2441,67
2442,62
2443,66
2444,45
2445,63
2446,63
2447,98
2448,77
2449,55
2450,41
2451,57
2452,11
2453,17
2454,46
2455,95
2456,42
2457,12
2458,4
2459,23
2460,44
2461,48
2462,94
2463,19
2464,16
2465,38
2466,10
2467,48
2468,82
2469,24
2470,41
2471,30
2472,58
2473,84
2474,55
2475,91
2476,34
2477,33
2478,92
2479,9
2480,41
2481,22
2482,98
2483,99
2484,51
2485,88
2486,63
2487,27
2488,20
2489,61
2490,10
2491,51
2492,41
2493,89
2494,19
2495,13
2496,31
2497,78
2498,84
2499,61
2500,38
2501,32
2502,26
2503,4
2504,95
2505,0
2506,19
2507,52
2508,26
2509,98
2510,93
2511,76
2512,79
2513,11
2514,63
2515,10
2516,6
2517,27
2518,26
2519,41
2520,4
2521,7
2522,43
2523,33
2524,11
2525,62
2526,36
2527,71
2528,80
2529,22
2530,99
2531,38
2532,54
2533,12
2534,64
2535,97
2536,11
2537,3
2538,24
2539,3
2540,78
2541,1
2542,22
2543,24
2544,66
2545,32
2546,43
2547,57
2548,51
2549,28
2550,22
2551,18
2552,0
2553,82
2554,84
2555,31
2556,52
2557,16
2558,5
2559,89
2560,95
2561,20
2562,19
2563,78
2564,3
2565,84
2566,92
2567,51
2568,86
2569,53
2570,54
2571,20
2572,1
2573,89
2574,43
2575,10
2576,6
2577,22
2578,15
2579,93
2580,28
2581,66
2582,26
2583,65
2584,59
2585,72
2586,75
2587,58
2588,19
2589,61
2590,29
2591,29
2592,79
2593,63
2594,95
2595,50
2596,7
2597,76
2598,24
2599,14
2600,94
2601,82
2602,92
2603,56
2604,49
2605,31
2606,93
2607,48
2608,67
2609,86
2610,70
2611,99
2612,14
2613,84
2614,64
2615,95
2616,71
2617,75
2618,63
2619,10
2620,0
2621,45
2622,40
2623,31
2624,14
2625,11
2626,34
2627,67
2628,57
2629,45
2630,33
2631,81
2632,15
2633,68
2634,2
2635,37
2636,82
2637,71
2638,9
2639,72
2640,48
2641,89
2642,95
2643,25
2644,23
2645,80
2646,73
2647,56
2648,40
2649,24
2650,71
2651,4
2652,71
2653,49
2654,58
2655,52
2656,51
2657,41
2658,14
2659,41
2660,23
2661,13
2662,31
2663,49
2664,1
2665,81
2666,35
2667,9
2668,42
2669,97
2670,71
2671,27
2672,28
2673,30
2674,34
2675,95
2676,39
2677,24
2678,61
2679,24
2680,77
2681,42
2682,41
2683,68
2684,36
2685,30
2686,45
2687,92
2688,49
2689,49
2690,49
2691,34
2692,56
2693,40
2694,24
2695,49
2696,4
2697,71
2698,93
2699,58
2700,52
2701,51
2702,41
2703,49
2704,41
2705,23
2706,13
2707,31
2708,25
2709,1
2710,81
2711,35
2712,9
2713,42
2714,97
2715,71
2716,27
2717,49
2718,30
2719,34
2720,95
2721,39
2722,24
2723,61
2724,24
2725,77
2726,42
2727,49
2728,68
2729,36
2730,30
2731,45
2732,49
2733,39
2734,56
2735,97
2736,20
2737,50
2738,55
2739,49
2740,88
2741,87
2742,6
2743,53
2744,28
2745,78
2746,2
2747,91
2748,39
2749,38
2750,56
2751,33
2752,66
2753,83
2754,44
2755,34
2756,29
2757,20
2758,4
2759,37
2760,28
2761,55
2762,49
2763,49
2764,23
2765,92
2766,49
2767,51
2768,77
2769,22
2770,49
2771,81
2772,94
2773,85
2774,0
2775,14
2776,49
2777,49
2778,16
2779,49
2780,91
2781,39
2782,19
2783,66
2784,52
2785,10
2786,78
2787,74
2788,76
2789,95
2790,80
2791,3
2792,82
2793,49
2794,19
2795,21
2796,94
2797,77
2798,49
2799,5
2800,49
2801,50
2802,17
2803,34
2804,54
2805,13
2806,91
2807,53
2808,49
2809,49
2810,46
2811,49
2812,24
2813,32
2814,9
2815,41
2816,34
2817,66
2818,30
2819,49
2820,49
2821,87
2822,14
2823,29
2824,49
2825,98
2826,35
2827,39
2828,75
2829,87
2830,49
2831,1
2832,67
2833,6
2834,49
2835,9
2836,90
2837,49
2838,49
2839,88
2840,42
2841,16
2842,83
2843,77
2844,79
2845,5
2846,49
2847,12
2848,49
2849,93
2850,42
2851,12
2852,88
2853,26
2854,49
2855,72
2856,32
2857,60
2858,94
2859,14
2860,15
2861,59
2862,11
2863,73
2864,49
2865,49
2866,32
2867,51
2868,10
2869,6
2870,49
2871,24
2872,88
2873,86
2874,63
2875,79
2876,90
2877,49
2878,49
2879,87
2880,88
2881,56
2882,73
2883,18
2884,35
2885,71
2886,19
2887,49
2888,97
2889,32
2890,49
2891,72
2892,37
2893,48
2894,7
2895,31
2896,32
2897,77
2898,47
2899,51
2900,49
2901,49
2902,49
2903,52
2904,13
2905,23
2906,33
2907,49
2908,99
2909,88
2910,8
2911,0
2912,49
2913,49
2914,30
2915,37
2916,66
2917,13
2918,36
2919,65
2920,92
2921,55
2922,30
2923,95
2924,29
2925,54
2926,93
2927,1
2928,12
2929,63
2930,58
2931,92
2932,79
2933,25
2934,70
2935,49
2936,47
2937,92
2938,95
2939,34
2940,17
2941,38
2942,79
2943,60
2944,82
2945,35
2946,8
2947,65
2948,71
2949,73
2950,65
2951,93
2952,30
2953,83
2954,49
2955,35
2956,26
2957,20
2958,65
2959,10
2960,68
2961,70
2962,69
2963,93
2964,26
2965,74
2966,67
2967,91
2968,47
2969,35
2970,87
2971,44
2972,32
2973,42
2974,39
2975,31
2976,66
2977,10
2978,81
2979,90
2980,9
2981,37
2982,95
2983,56
2984,89
2985,37
2986,90
2987,12
2988,50
2989,17
2990,97
2991,38
2992,11
2993,77
2994,45
2995,17
